用户ID,用户姓名,商品ID,商品名称,商品类别,单价,购买时间,购买数量,消费金额,用户城市,用户性别,用户年龄
U3992,苏冠,P32802,人物传记,书籍,353.5,2024-07-15 11:45:40,4,1414.0,北京,女,32
U9003,贺宏奇,P80548,台灯,家居,3897.54,2024-02-13 18:39:19,2,7795.08,武汉,女,48
U7488,花泽波,P86717,遥控车,玩具,721.94,2024-10-06 20:04:28,2,1443.88,上海,女,62
U9276,凌晨宁,P24396,人物传记,书籍,827.41,2024-02-21 14:46:28,3,2482.23,上海,男,20
U1201,戚绍承,P83835,拼图,玩具,25.86,2024-01-24 06:49:35,4,103.44,南京,女,37
U2764,苗安达,P54610,跳绳,运动,25.35,2024-12-27 03:52:59,5,126.75,广州,男,64
U9034,项彪,P91736,抱枕,家居,4509.9,2024-09-05 22:19:49,3,13529.7,武汉,男,46
U6883,周进伦,P15882,夹克,服装,467.1,2024-08-29 12:12:54,2,934.2,广州,男,28
U6874,杭良谦,P82512,科幻小说,书籍,232.3,2024-07-20 04:05:43,2,464.6,广州,女,32
U3274,孟和,P85202,连衣裙,服装,192.7,2024-03-22 06:23:59,2,385.4,北京,女,20
U6266,童豪,P99789,洗发水,美妆,265.66,2024-05-05 07:19:49,1,265.66,南京,女,52
U8623,邹谦固,P31648,防晒霜,美妆,563.99,2024-02-12 14:36:11,5,2819.95,成都,女,41
U6516,高力广,P54178,羽绒服,服装,687.39,2024-04-25 02:55:16,2,1374.78,苏州,男,61
U6230,龚保,P50843,芭比娃娃,玩具,625.48,2024-07-25 23:05:50,5,3127.4,重庆,女,62
U2482,柏钧奇,P36115,抱枕,家居,3928.57,2024-12-11 21:30:56,4,15714.28,重庆,男,27
U9406,傅朗辉,P85353,变形金刚,玩具,255.28,2024-07-13 12:20:16,2,510.56,重庆,男,39
U2978,成康子,P42071,夹克,服装,964.96,2024-04-26 21:13:58,2,1929.92,苏州,男,56
U6767,奚乐炎,P97687,羽毛球拍,运动,363.1,2024-06-25 12:58:30,2,726.2,北京,女,60
U1408,奚勇,P28537,人物传记,书籍,453.85,2024-09-28 02:08:16,3,1361.55,杭州,男,65
U9489,阮邦,P39103,山地车,运动,551.2,2024-05-10 23:36:07,2,1102.4,广州,男,54
U3319,戴飞,P92888,哑铃,运动,192.57,2024-08-08 12:24:57,2,385.14,武汉,男,54
U9952,娄健鸣,P87112,芭比娃娃,玩具,102.56,2024-05-30 13:40:19,5,512.8,重庆,女,59
U1747,项炎峰,P53155,连衣裙,服装,486.35,2024-02-19 22:57:00,4,1945.4,天津,女,24
U7195,施清旭,P42005,牛仔裤,服装,295.63,2024-02-01 21:02:36,5,1478.15,苏州,女,44
U7995,时国树,P92890,拼图,玩具,402.0,2024-12-03 11:59:26,2,804.0,南京,男,57
U8862,何涛民,P34316,变形金刚,玩具,658.96,2024-12-23 02:56:33,4,2635.84,深圳,女,23
U6326,干伟时,P79251,乐高积木,玩具,321.94,2024-06-07 19:10:21,1,321.94,天津,男,57
U2002,左顺,P69390,卫衣,服装,405.1,2024-06-26 02:31:32,3,1215.3,广州,女,61
U6389,姜波,P55648,漫画,书籍,812.87,2024-03-01 17:35:11,1,812.87,西安,男,57
U5019,喻松彪,P62235,羽绒服,服装,766.75,2024-01-24 21:51:01,2,1533.5,北京,男,49
U1511,单心会,P51153,时尚杂志,书籍,317.91,2024-08-12 15:56:20,5,1589.55,上海,男,51
U9185,魏辰和,P66590,智能手机,电子产品,9534.07,2024-03-02 18:34:38,2,19068.14,上海,男,33
U9871,蔡磊腾,P79376,时尚杂志,书籍,692.54,2024-08-23 12:09:34,4,2770.16,西安,女,52
U7471,施辰,P85228,遥控车,玩具,831.86,2024-04-11 19:06:15,3,2495.58,西安,男,59
U9101,唐琛振,P70709,时尚杂志,书籍,101.52,2024-04-07 23:13:02,5,507.6,广州,女,34
U4424,强固坚,P69827,平板电脑,电子产品,5764.98,2024-04-18 10:37:13,2,11529.96,北京,男,45
U2046,邱功会,P21952,羽毛球拍,运动,948.81,2024-12-30 11:21:16,5,4744.05,南京,女,34
U9921,毛和贵,P97682,科幻小说,书籍,219.67,2024-05-24 09:37:31,2,439.34,成都,女,48
U9692,袁安涛,P44735,智能手表,电子产品,761.94,2024-07-10 20:20:00,1,761.94,南京,女,63
U8410,云发顺,P18613,毛绒玩具,玩具,797.86,2024-09-18 16:00:35,1,797.86,广州,女,64
U5564,谢发,P67404,卫衣,服装,464.04,2024-10-19 03:05:58,5,2320.2,北京,女,21
U5543,林行星,P65567,羽毛球拍,运动,486.5,2024-07-18 13:39:53,1,486.5,南京,女,41
U8458,柳天,P19321,跳绳,运动,726.45,2024-05-23 03:37:32,2,1452.9,广州,男,60
U1937,阮志哲,P69800,办公椅,家居,4532.22,2024-10-16 17:23:30,2,9064.44,深圳,女,40
U2933,吕会泰,P71246,抱枕,家居,3855.73,2024-01-20 23:36:37,5,19278.65,杭州,女,25
U1510,凌弘振,P13547,漫画,书籍,274.46,2024-01-27 18:14:16,5,1372.3,北京,男,62
U7039,邬军子,P37307,跑步鞋,运动,147.93,2024-06-10 07:04:20,1,147.93,南京,男,27
U7922,屈伦,P36943,心理学,书籍,408.14,2024-01-01 09:41:11,1,408.14,广州,男,56
U5757,祝祥力,P15740,跑步鞋,运动,773.88,2024-06-29 08:58:08,4,3095.52,上海,男,53
U3615,徐峰新,P86630,香水,美妆,629.51,2024-05-08 18:16:24,4,2518.04,广州,女,24
U1768,张才明,P53486,四件套,家居,929.18,2024-12-21 10:52:59,1,929.18,杭州,男,24
U8769,鲍山会,P43121,桌游,玩具,456.29,2024-10-08 15:55:11,5,2281.45,广州,女,26
U6705,贲波利,P68629,T恤,服装,510.56,2024-02-18 05:52:37,3,1531.68,西安,男,38
U9357,宗腾学,P73337,心理学,书籍,204.69,2024-07-18 02:12:25,5,1023.45,南京,女,64
U2556,余国,P81205,充电宝,电子产品,7949.42,2024-01-16 01:31:49,4,31797.68,武汉,男,44
U1378,湛邦志,P22487,漫画,书籍,921.67,2024-10-18 08:06:51,2,1843.34,成都,女,22
U6097,梅彪松,P10290,运动鞋,服装,577.51,2024-11-24 05:36:59,5,2887.55,上海,男,31
U1072,酆和飞,P25709,夹克,服装,596.25,2024-01-30 17:11:57,1,596.25,重庆,女,52
U9207,危毅飞,P96263,台灯,家居,513.28,2024-01-31 18:52:10,2,1026.56,上海,女,65
U2888,彭东政,P35641,沙发,家居,314.6,2024-10-30 09:32:31,1,314.6,广州,男,30
U8286,俞永进,P79303,平板电脑,电子产品,6480.94,2024-11-29 13:48:25,4,25923.76,南京,女,39
U9347,俞辉冠,P82654,运动鞋,服装,642.35,2024-07-07 05:23:20,1,642.35,南京,女,25
U4879,周时彪,P11906,充电宝,电子产品,6386.31,2024-08-01 06:31:41,2,12772.62,北京,男,48
U8077,郭子,P98294,卫衣,服装,608.58,2024-06-28 00:55:46,5,3042.9,深圳,女,37
U7742,赵若言,P73164,洗发水,美妆,968.06,2024-05-07 17:44:15,1,968.06,武汉,男,48
U9476,柏伦刚,P45412,羽毛球拍,运动,608.26,2024-10-05 20:46:29,5,3041.3,西安,女,28
U1702,宗新炎,P55853,羽绒服,服装,503.71,2024-10-03 00:35:41,1,503.71,深圳,男,54
U9094,郑子,P59148,羽绒服,服装,374.52,2024-01-19 09:01:26,1,374.52,重庆,女,27
U3256,经会庆,P10784,化妆刷套装,美妆,246.39,2024-12-24 18:09:24,1,246.39,苏州,女,42
U1891,昝波,P17251,跑步鞋,运动,38.16,2024-03-31 13:33:28,1,38.16,深圳,女,41
U3028,贲昌风,P57856,收纳盒,家居,4760.56,2024-09-05 20:40:57,1,4760.56,上海,男,52
U8545,和信仁,P18528,口红,美妆,260.07,2024-05-04 01:30:41,4,1040.28,重庆,女,42
U7737,褚有以,P77061,芭比娃娃,玩具,52.48,2024-12-14 01:23:58,5,262.4,广州,女,45
U7179,傅松河,P41745,变形金刚,玩具,486.09,2024-08-17 01:03:50,4,1944.36,西安,女,63
U4982,孙平宏,P23694,香水,美妆,951.04,2024-11-02 17:13:53,4,3804.16,武汉,男,56
U3056,卢新发,P32199,羽绒服,服装,199.5,2024-12-26 09:50:28,1,199.5,武汉,男,22
U6481,马新梁,P55502,平板电脑,电子产品,9178.63,2024-06-20 03:32:12,5,45893.15,武汉,男,51
U4492,明宁旭,P76821,办公椅,家居,2709.39,2024-10-28 08:24:38,5,13546.95,南京,男,36
U8495,戚和,P75965,T恤,服装,401.34,2024-09-06 10:08:24,2,802.68,重庆,女,55
U8278,郁行国,P31883,芭比娃娃,玩具,940.38,2024-10-10 01:51:59,1,940.38,南京,女,31
U4292,薛武承,P39964,洗发水,美妆,322.11,2024-01-24 00:23:46,2,644.22,天津,女,42
U4116,高仁山,P32863,连衣裙,服装,568.16,2024-05-20 11:01:42,2,1136.32,深圳,男,33
U7940,余鸣树,P52854,蓝牙耳机,电子产品,8662.36,2024-08-15 00:24:22,3,25987.08,深圳,男,33
U6764,金绍生,P11082,香水,美妆,805.94,2024-12-20 23:47:03,2,1611.88,南京,女,40
U3969,贲伦峰,P77815,瑜伽垫,运动,338.94,2024-01-29 10:05:50,2,677.88,天津,男,63
U2563,左永勇,P18938,拼图,玩具,583.93,2024-11-05 17:45:33,2,1167.86,杭州,男,48
U3462,祁豪雄,P84338,蓝牙耳机,电子产品,2641.52,2024-08-11 02:05:29,4,10566.08,北京,男,65
U6349,陈琛天,P93961,面霜,美妆,946.33,2024-08-20 18:25:02,1,946.33,苏州,男,51
U7622,路士绍,P67309,卫衣,服装,144.57,2024-04-17 22:43:12,2,289.14,西安,男,42
U9823,柯固天,P63095,跑步鞋,运动,696.63,2024-08-01 04:43:56,2,1393.26,武汉,女,52
U5699,廉义诚,P79480,芭比娃娃,玩具,255.11,2024-07-23 14:21:37,2,510.22,杭州,男,43
U5657,邬思飞,P78209,乐高积木,玩具,929.84,2024-12-10 00:03:32,2,1859.68,上海,男,20
U4722,汤宏,P48864,瑜伽垫,运动,943.91,2024-01-29 23:12:40,2,1887.82,北京,男,52
U2607,曹勇天,P29740,口红,美妆,321.76,2024-07-01 23:06:00,4,1287.04,深圳,女,28
U3374,丁庆超,P34040,抱枕,家居,4688.17,2024-04-19 19:48:37,5,23440.85,杭州,男,23
U4014,史永全,P67473,哑铃,运动,699.02,2024-03-02 20:01:19,4,2796.08,杭州,男,21
U8351,童民亮,P29877,漫画,书籍,183.24,2024-03-07 18:04:32,2,366.48,北京,男,57
U9437,强若清,P65881,跳绳,运动,302.0,2024-06-24 03:20:48,5,1510.0,北京,男,46
U9124,林元义,P80904,运动鞋,服装,774.61,2024-08-21 18:08:20,3,2323.83,广州,男,44
U3823,梁星福,P46526,运动鞋,服装,356.94,2024-05-03 13:10:59,3,1070.82,成都,女,50
U9986,冯鸣宏,P78055,桌游,玩具,462.3,2024-05-07 20:05:05,5,2311.5,杭州,男,27
U7399,何福清,P40212,收纳盒,家居,3366.98,2024-04-15 14:33:13,4,13467.92,北京,男,43
U6288,殷光海,P41981,办公椅,家居,2248.5,2024-11-28 07:28:57,2,4497.0,天津,男,61
U5518,史固盛,P31916,拼图,玩具,567.52,2024-01-22 13:21:50,4,2270.08,成都,女,25
U3745,乐斌,P53828,四件套,家居,3303.86,2024-02-06 04:45:47,4,13215.44,杭州,女,26
U3972,解茂辰,P32002,办公椅,家居,1139.57,2024-07-29 20:10:16,1,1139.57,西安,女,33
U3732,岑刚,P27172,漫画,书籍,106.18,2024-03-14 03:43:38,2,212.36,武汉,男,42
U1809,计达,P29388,香水,美妆,161.66,2024-12-03 10:26:02,3,484.98,天津,女,41
U1471,舒厚峰,P76430,时尚杂志,书籍,298.0,2024-10-04 09:20:43,3,894.0,杭州,女,54
U5603,祝信,P14973,餐桌,家居,4089.88,2024-03-09 18:54:14,5,20449.4,成都,女,63
U3653,梅达,P10674,香水,美妆,52.97,2024-10-26 18:30:36,1,52.97,成都,女,44
U8938,元顺,P45926,乐高积木,玩具,638.45,2024-02-12 00:14:43,1,638.45,杭州,男,32
U6940,齐壮松,P82140,羽绒服,服装,720.88,2024-07-23 02:11:29,2,1441.76,重庆,男,54
U2755,支东德,P63335,跳绳,运动,270.8,2024-01-04 22:08:47,1,270.8,重庆,女,29
U7948,季功晨,P67306,人物传记,书籍,289.51,2024-05-15 01:04:28,3,868.53,上海,女,51
U7064,路厚德,P10327,毛绒玩具,玩具,122.28,2024-07-12 06:30:37,3,366.84,苏州,男,65
U5226,刁杰思,P43680,人物传记,书籍,636.61,2024-09-30 12:30:33,1,636.61,武汉,男,44
U5404,康泰诚,P65461,跑步鞋,运动,541.69,2024-04-21 12:04:49,1,541.69,杭州,女,63
U9418,殷保涛,P96516,化妆刷套装,美妆,127.19,2024-03-17 17:38:11,1,127.19,重庆,男,48
U2769,虞伯敬,P23541,台灯,家居,2816.8,2024-01-05 16:10:42,1,2816.8,天津,男,52
U5790,舒刚邦,P31936,洗发水,美妆,683.56,2024-09-05 04:48:12,3,2050.68,广州,男,54
U5914,陈江义,P87772,瑜伽垫,运动,34.59,2024-05-03 15:40:29,2,69.18,成都,男,52
U5322,钟星志,P22131,面霜,美妆,524.76,2024-02-22 07:55:03,3,1574.28,重庆,女,44
U6099,伏雄,P55221,篮球,运动,184.81,2024-05-07 00:00:01,1,184.81,重庆,男,61
U1581,林辰,P38995,卫衣,服装,526.5,2024-03-27 11:14:02,5,2632.5,北京,女,37
U2515,应林,P40803,漫画,书籍,61.24,2024-06-11 07:31:47,4,244.96,南京,男,31
U3168,邓先心,P81346,心理学,书籍,212.22,2024-01-11 20:26:31,1,212.22,北京,男,64
U8610,廉冠,P63167,跑步鞋,运动,852.57,2024-05-12 06:36:50,1,852.57,武汉,男,29
U9494,元钧鸣,P66821,智能手机,电子产品,956.55,2024-02-12 18:54:40,2,1913.1,武汉,男,50
U9362,席群武,P23864,历史书籍,书籍,188.18,2024-01-28 04:43:43,3,564.54,杭州,女,32
U5468,臧克超,P59346,变形金刚,玩具,871.57,2024-02-23 23:00:10,5,4357.85,南京,女,58
U1000,任思博,P29207,沙发,家居,4730.94,2024-01-09 13:21:26,1,4730.94,南京,男,37
U3622,杭行光,P46397,笔记本电脑,电子产品,3339.02,2024-06-06 21:35:06,2,6678.04,南京,女,65
U5204,昝哲志,P58913,笔记本电脑,电子产品,4435.45,2024-09-19 12:48:44,3,13306.35,武汉,女,56
U3705,管泰以,P86431,口红,美妆,593.65,2024-08-28 09:17:01,1,593.65,成都,男,57
U6925,章世刚,P44107,口红,美妆,651.68,2024-04-22 11:53:49,5,3258.4,北京,女,22
U2720,祁安,P41940,乐高积木,玩具,130.36,2024-02-10 04:16:32,4,521.44,杭州,女,36
U8191,李利政,P10766,夹克,服装,655.27,2024-09-18 01:25:51,3,1965.81,天津,女,51
U6890,梅奇毅,P25013,变形金刚,玩具,910.4,2024-03-15 21:04:52,5,4552.0,广州,男,36
U9518,左若冠,P38899,显示器,电子产品,3237.65,2024-09-10 12:29:37,5,16188.25,天津,男,57
U8800,缪新志,P48094,桌游,玩具,301.83,2024-01-29 16:13:35,3,905.49,苏州,男,53
U8891,汪兴和,P54903,显示器,电子产品,2088.16,2024-09-24 02:00:06,1,2088.16,杭州,男,49
U7720,诸信,P55970,瑜伽垫,运动,889.86,2024-05-05 18:02:13,3,2669.58,西安,女,58
U8570,鲍宏保,P66030,跑步鞋,运动,295.83,2024-10-21 05:05:50,2,591.66,广州,女,40
U8696,徐彬,P81839,山地车,运动,962.02,2024-04-22 18:53:33,1,962.02,南京,男,43
U4384,季豪志,P11428,防晒霜,美妆,358.63,2024-08-06 02:27:53,4,1434.52,武汉,女,53
U1769,樊平杰,P31975,人物传记,书籍,178.31,2024-04-17 13:39:58,5,891.55,上海,男,64
U1805,凌壮,P83558,运动鞋,服装,43.36,2024-10-15 10:37:54,5,216.8,南京,女,24
U9581,邵诚斌,P15197,粉底液,美妆,32.99,2024-11-16 22:42:01,1,32.99,上海,女,38
U7749,李平承,P99856,拼图,玩具,647.63,2024-04-21 23:57:40,2,1295.26,杭州,男,35
U9395,舒利,P73859,瑜伽垫,运动,530.02,2024-01-16 22:07:42,4,2120.08,广州,男,38
U6283,贾琛伯,P36567,变形金刚,玩具,645.66,2024-04-24 00:41:14,5,3228.3,深圳,男,24
U4199,宋和,P87307,人物传记,书籍,360.83,2024-09-12 16:19:21,5,1804.15,杭州,男,33
U3450,蔡新冠,P53166,牛仔裤,服装,132.91,2024-12-16 20:02:24,1,132.91,广州,女,57
U9538,贺家,P20655,智能手机,电子产品,4874.69,2024-12-03 02:35:35,4,19498.76,杭州,女,41
U7697,郁厚,P85140,香水,美妆,665.25,2024-03-25 03:26:52,2,1330.5,杭州,男,37
U1160,成启会,P26831,面霜,美妆,664.02,2024-03-06 21:55:56,4,2656.08,深圳,女,49
U6729,尤中树,P80794,显示器,电子产品,3610.29,2024-02-23 14:14:46,4,14441.16,北京,女,55
U5018,石光楠,P30351,哑铃,运动,450.48,2024-07-30 21:34:43,4,1801.92,西安,男,41
U4413,贝刚厚,P66871,智能手机,电子产品,6764.48,2024-09-08 07:25:42,3,20293.44,成都,男,41
U2031,梅厚建,P87766,化妆刷套装,美妆,814.23,2024-07-20 12:27:35,5,4071.15,成都,男,52
U1599,盛承发,P38622,T恤,服装,990.41,2024-09-05 14:01:00,2,1980.82,杭州,男,26
U2439,左磊家,P74571,时尚杂志,书籍,42.13,2024-02-02 20:06:30,5,210.65,重庆,女,22
U9863,宣谦功,P90915,毛绒玩具,玩具,363.8,2024-01-16 04:37:15,5,1819.0,西安,男,27
U8411,宋力子,P88106,智能手表,电子产品,5085.95,2024-11-07 00:58:35,4,20343.8,重庆,男,21
U8712,元豪楠,P19321,充电宝,电子产品,6494.28,2024-02-16 03:39:12,5,32471.4,天津,女,42
U8974,张志,P35042,T恤,服装,126.37,2024-06-17 01:25:35,4,505.48,南京,男,52
U9564,缪泰,P41294,洗发水,美妆,659.9,2024-01-15 21:17:31,4,2639.6,北京,男,23
U7794,戴腾杰,P73458,乐高积木,玩具,522.12,2024-02-19 08:13:16,3,1566.36,苏州,女,37
U1295,邱勇强,P22582,防晒霜,美妆,587.49,2024-09-30 17:54:27,4,2349.96,西安,男,21
U9848,柯山,P60113,香水,美妆,357.35,2024-05-08 00:29:39,4,1429.4,重庆,男,49
U4098,唐中晨,P18160,连衣裙,服装,349.36,2024-08-26 19:09:00,5,1746.8,苏州,女,53
U8679,顾文若,P11870,抱枕,家居,1830.25,2024-11-22 00:56:43,1,1830.25,北京,女,21
U6889,朱达,P61843,变形金刚,玩具,597.13,2024-05-12 22:31:57,2,1194.26,上海,女,28
U4610,郑才,P41745,化妆刷套装,美妆,908.02,2024-07-23 09:53:40,3,2724.06,武汉,男,38
U4628,窦之,P92994,变形金刚,玩具,601.98,2024-01-08 04:24:15,2,1203.96,上海,女,44
U4686,韦钧生,P43527,T恤,服装,919.97,2024-11-02 16:47:35,5,4599.85,深圳,女,38
U9728,邬庆,P35070,心理学,书籍,275.58,2024-03-30 01:44:31,4,1102.32,北京,男,26
U5919,穆振海,P31896,变形金刚,玩具,882.22,2024-01-28 10:27:04,1,882.22,成都,女,56
U6305,贺生涛,P47494,乐高积木,玩具,939.16,2024-07-16 13:59:08,2,1878.32,成都,女,43
U1277,颜弘胜,P15280,科幻小说,书籍,997.1,2024-01-30 06:09:10,2,1994.2,西安,男,31
U1854,平福义,P25744,科幻小说,书籍,523.81,2024-01-10 03:38:29,4,2095.24,天津,女,43
U3096,姚学,P17903,显示器,电子产品,5323.21,2024-11-20 12:27:28,5,26616.05,上海,女,58
U7876,支杰策,P60813,蓝牙耳机,电子产品,3610.86,2024-06-19 05:26:58,3,10832.58,北京,女,43
U7051,胡弘豪,P61479,防晒霜,美妆,74.85,2024-08-25 10:58:51,5,374.25,南京,女,23
U4467,庞辉谦,P67695,哑铃,运动,624.69,2024-05-28 18:49:59,3,1874.07,广州,男,44
U7145,杨言朗,P65147,T恤,服装,898.36,2024-06-23 16:34:52,3,2695.08,武汉,女,34
U9878,冯磊,P81813,变形金刚,玩具,219.65,2024-07-02 14:00:53,5,1098.25,上海,女,41
U9410,梁伦兴,P22594,时尚杂志,书籍,992.13,2024-07-29 21:26:53,4,3968.52,杭州,男,41
U9948,陶进策,P65783,科幻小说,书籍,35.91,2024-12-27 15:29:46,3,107.73,苏州,女,21
U2330,危进,P73828,瑜伽垫,运动,417.81,2024-05-17 04:14:22,3,1253.43,天津,女,45
U3898,季斌信,P41629,充电宝,电子产品,6869.14,2024-02-15 05:25:56,5,34345.7,重庆,男,59
U2354,施进林,P76477,毛绒玩具,玩具,514.12,2024-01-01 08:22:36,4,2056.48,西安,女,33
U8544,解琛明,P65829,面霜,美妆,815.74,2024-11-21 01:54:30,4,3262.96,杭州,男,35
U7812,杭炎,P46195,历史书籍,书籍,164.69,2024-08-12 15:38:54,3,494.07,苏州,男,48
U9689,祁平翔,P38323,山地车,运动,231.76,2024-09-04 20:07:28,5,1158.8,南京,女,32
U2860,许时杰,P46707,T恤,服装,410.92,2024-09-03 04:25:22,5,2054.6,成都,女,44
U8755,丁进,P21779,遥控车,玩具,26.37,2024-10-12 15:33:12,5,131.85,深圳,男,20
U3445,严新福,P96088,桌游,玩具,369.32,2024-05-28 14:17:25,3,1107.96,杭州,女,26
U5860,房斌会,P61510,芭比娃娃,玩具,948.26,2024-05-02 04:30:07,5,4741.3,北京,男,35
U3705,江林辉,P34957,粉底液,美妆,822.05,2024-07-26 13:57:51,5,4110.25,重庆,男,38
U1128,杭天,P61876,时尚杂志,书籍,912.22,2024-06-01 15:04:36,1,912.22,深圳,女,56
U6607,陈全松,P59109,抱枕,家居,3560.47,2024-01-21 07:41:22,2,7120.94,重庆,女,21
U9700,路顺,P26422,化妆刷套装,美妆,565.23,2024-02-19 19:41:07,1,565.23,成都,女,39
U1202,戚固,P59625,连衣裙,服装,438.33,2024-12-09 12:20:11,1,438.33,西安,男,46
U3368,禹亮风,P70637,跳绳,运动,956.52,2024-11-03 17:03:03,1,956.52,天津,女,53
U1187,苗楠,P47178,哑铃,运动,22.2,2024-03-09 15:57:12,4,88.8,苏州,女,30
U1632,罗学承,P15630,收纳盒,家居,3844.61,2024-06-21 08:06:08,4,15378.44,杭州,男,30
U4073,单炎,P66903,乐高积木,玩具,171.72,2024-07-07 20:19:57,1,171.72,苏州,女,35
U9113,舒杰言,P62583,心理学,书籍,533.26,2024-06-11 23:36:08,1,533.26,成都,男,19
U7271,邓仁谦,P86120,桌游,玩具,504.23,2024-08-21 16:00:46,1,504.23,重庆,男,60
U1458,石启顺,P24622,山地车,运动,521.88,2024-05-13 01:25:18,1,521.88,天津,男,41
U1101,卫琛栋,P71395,山地车,运动,622.69,2024-02-26 18:52:04,4,2490.76,杭州,男,61
U9165,包克,P80032,沙发,家居,1736.25,2024-10-18 18:53:14,5,8681.25,重庆,女,20
U2012,梁民,P63363,技术教材,书籍,683.55,2024-07-04 16:45:33,3,2050.65,武汉,男,31
U9075,费清涛,P72828,夹克,服装,221.89,2024-11-10 13:27:38,2,443.78,重庆,男,19
U1766,杭福,P28471,显示器,电子产品,3506.48,2024-10-04 17:15:45,1,3506.48,北京,男,58
U4134,王风,P74317,洗发水,美妆,839.68,2024-10-19 15:05:52,5,4198.4,杭州,女,41
U7491,崔进裕,P71638,技术教材,书籍,452.8,2024-07-02 07:40:37,4,1811.2,成都,男,24
U2623,蔡仁政,P48135,蓝牙耳机,电子产品,1984.33,2024-02-07 08:55:52,3,5952.99,广州,男,22
U3455,应航刚,P57456,心理学,书籍,819.4,2024-02-19 05:31:16,2,1638.8,重庆,男,21
U6477,危邦,P21683,餐桌,家居,1553.84,2024-04-03 04:59:10,1,1553.84,天津,女,58
U3709,单风星,P77289,T恤,服装,308.11,2024-12-03 02:10:11,2,616.22,成都,男,30
U2502,柯奇元,P54501,篮球,运动,906.62,2024-04-05 12:16:44,2,1813.24,杭州,男,57
U9603,石福绍,P35802,办公椅,家居,3816.8,2024-02-28 20:09:56,3,11450.4,深圳,男,34
U1984,屈东楠,P28009,平板电脑,电子产品,8071.2,2024-02-22 15:51:14,3,24213.6,成都,男,26
U7048,奚致辉,P55644,跑步鞋,运动,198.27,2024-04-22 23:34:57,4,793.08,西安,男,55
U8590,崔哲琛,P56644,平板电脑,电子产品,4246.68,2024-06-29 18:48:26,5,21233.4,天津,女,58
U4000,路奇策,P24271,牛仔裤,服装,169.91,2024-11-18 03:17:28,5,849.55,广州,女,52
U6148,穆广雄,P97241,粉底液,美妆,413.41,2024-05-24 22:49:31,5,2067.05,上海,男,27
U6834,梁波翔,P52365,智能手机,电子产品,5107.34,2024-03-01 13:33:35,3,15322.02,杭州,女,60
U8481,江博海,P66769,粉底液,美妆,701.36,2024-10-30 02:25:46,2,1402.72,成都,男,36
U7480,华毅之,P63148,人物传记,书籍,753.92,2024-01-23 10:52:28,3,2261.76,武汉,女,22
U3811,强志策,P24344,篮球,运动,705.63,2024-04-27 21:01:56,5,3528.15,成都,男,36
U1427,窦天翔,P13699,香水,美妆,497.26,2024-08-22 20:54:25,1,497.26,上海,男,44
U7034,时坚,P88739,时尚杂志,书籍,104.34,2024-10-15 22:30:14,3,313.02,重庆,男,38
U4233,范宏亨,P66311,跑步鞋,运动,424.48,2024-05-22 17:48:38,3,1273.44,重庆,女,25
U9316,邓亨晨,P89766,笔记本电脑,电子产品,9479.39,2024-12-24 01:39:23,1,9479.39,成都,男,61
U4178,杭致博,P52574,平板电脑,电子产品,5756.37,2024-10-17 07:26:03,5,28781.85,广州,男,40
U1952,倪永琛,P16365,防晒霜,美妆,809.54,2024-05-13 13:27:34,5,4047.7,南京,女,54
U6908,彭达达,P63453,变形金刚,玩具,966.82,2024-10-11 07:50:04,5,4834.1,天津,男,32
U4840,骆言泰,P80305,跑步鞋,运动,509.12,2024-12-10 22:17:44,4,2036.48,武汉,女,20
U4374,陶振,P93819,变形金刚,玩具,43.31,2024-04-13 23:38:24,2,86.62,重庆,女,21
U1732,贾彬涛,P84214,收纳盒,家居,2598.2,2024-03-11 16:44:33,1,2598.2,武汉,女,20
U1348,窦志哲,P97394,四件套,家居,2821.21,2024-03-10 11:04:10,5,14106.05,苏州,女,48
U7768,齐毅,P52591,跑步鞋,运动,770.63,2024-09-15 04:58:40,1,770.63,广州,男,22
U3908,祝才言,P74966,夹克,服装,648.85,2024-01-15 20:23:56,2,1297.7,成都,男,42
U4625,赵敬,P97596,智能手表,电子产品,5019.01,2024-01-13 05:16:08,3,15057.03,西安,女,48
U9999,顾亨,P67632,变形金刚,玩具,196.42,2024-11-17 21:51:29,3,589.26,重庆,女,48
U2467,杨行,P67813,芭比娃娃,玩具,891.08,2024-09-16 09:45:08,5,4455.4,成都,男,55
U4727,平邦强,P74134,智能手表,电子产品,2726.6,2024-01-12 08:34:46,4,10906.4,杭州,女,54
U9756,禹行博,P31567,餐桌,家居,2140.88,2024-12-01 05:18:29,3,6422.64,武汉,男,19
U8252,祝强轮,P30606,运动鞋,服装,919.45,2024-07-20 18:30:59,3,2758.35,苏州,男,46
U3521,郑轮,P69281,遥控车,玩具,734.93,2024-10-25 05:00:14,5,3674.65,苏州,男,47
U5687,喻祥,P97905,平板电脑,电子产品,8990.59,2024-08-11 10:43:46,3,26971.77,广州,女,40
U1651,毕敬炎,P59574,智能手表,电子产品,3384.06,2024-01-04 17:49:20,5,16920.3,成都,女,26
U9804,洪世辰,P11752,抱枕,家居,315.08,2024-03-30 13:06:18,4,1260.32,广州,女,39
U4459,安生厚,P33763,四件套,家居,2092.81,2024-07-22 11:09:31,5,10464.05,苏州,男,36
U4941,明健贵,P21527,四件套,家居,3434.31,2024-02-07 13:38:04,4,13737.24,武汉,女,24
